HGNC.ID,HGNCsymbol,Approved.name,OMIM.ID,UniProt.ID,Mendelian.noXY,PathogenicMut.ClinVar,Autosomal.Recessive,Autosomal.Dominant,HaploinsufficientLv3.ClinGen,Haploinsufficient.Tx61,Homo.LoF.tolerant,Essential.CRISPR,NonEssential.CRISPR,Kinase,DRG.Wood,Detected.all.4673,Detected.K.2623,Detected.C.3817,Detected.CK.1767
HGNC:67,ABCD3,ATP binding cassette subfamily D member 3,170995,P28288,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:68,ABCD4,ATP binding cassette subfamily D member 4,603214,O14678,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:69,ABCE1,ATP binding cassette subfamily E member 1,601213,P61221,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True
HGNC:70,ABCF1,ATP binding cassette subfamily F member 1,603429,Q8NE71,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True
HGNC:71,ABCF2,ATP binding cassette subfamily F member 2,612510,Q9UG63,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:72,ABCF3,ATP binding cassette subfamily F member 3,618967,Q9NUQ8,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:73,ABCG1,ATP binding cassette subfamily G member 1,603076,P45844,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:74,ABCG2,ATP binding cassette subfamily G member 2 (Junior blood group),603756,Q9UNQ0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:13884,ABCG4,ATP binding cassette subfamily G member 4,607784,Q9H172,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:13886,ABCG5,ATP binding cassette subfamily G member 5,605459,Q9H222,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:13887,ABCG8,ATP binding cassette subfamily G member 8,605460,Q9H221,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False
HGNC:17553,ABHD1,abhydrolase domain containing 1,612195,Q96SE0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:18717,ABHD2,"abhydrolase domain containing 2, acylglycerol lipase",612196,P08910,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:18718,ABHD3,"abhydrolase domain containing 3, phospholipase",612197,Q8WU67,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:20154,ABHD4,"abhydrolase domain containing 4, N-acyl phospholipase B",,Q8TB40,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:21396,ABHD5,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase",604780,Q8WTS1,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:21398,ABHD6,"abhydrolase domain containing 6, acylglycerol lipase",616966,Q9BV23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:23759,ABHD8,abhydrolase domain containing 8,,Q96I13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:25656,ABHD10,"abhydrolase domain containing 10, depalmitoylase",618756,Q9NUJ1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
HGNC:16407,ABHD11,abhydrolase domain containing 11,,Q8NFV4,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
HGNC:15868,ABHD12,"abhydrolase domain containing 12, lysophospholipase",613599,Q8N2K0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:19837,ABHD12B,abhydrolase domain containing 12B,,Q7Z5M8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
HGNC:20293,ABHD13,abhydrolase domain containing 13,,Q7L211,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:24538,ABHD14A,abhydrolase domain containing 14A,618771,Q9BUJ0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:28235,ABHD14B,abhydrolase domain containing 14B,,Q96IU4,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
HGNC:26971,ABHD15,abhydrolase domain containing 15,,Q6UXT9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:13921,ABHD16A,"abhydrolase domain containing 16A, phospholipase",142620,O95870,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:16128,ABHD16B,abhydrolase domain containing 16B,,Q9H3Z7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:28756,ABHD17A,"abhydrolase domain containing 17A, depalmitoylase",617942,Q96GS6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:24278,ABHD17B,"abhydrolase domain containing 17B, depalmitoylase",617943,Q5VST6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:26925,ABHD17C,"abhydrolase domain containing 17C, depalmitoylase",617944,Q6PCB6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:26111,ABHD18,abhydrolase domain containing 18,,Q0P651,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:11320,ABI1,abl interactor 1,603050,Q8IZP0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:24011,ABI2,abl interactor 2,606442,Q9NYB9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:29859,ABI3,ABI family member 3,606363,Q9P2A4,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:17265,ABI3BP,ABI family member 3 binding protein,606279,Q7Z7G0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:76,ABL1,"ABL proto-oncogene 1, non-receptor tyrosine kinase",189980,P00519,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False
HGNC:77,ABL2,"ABL proto-oncogene 2, non-receptor tyrosine kinase",164690,P42684,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
HGNC:78,ABLIM1,actin binding LIM protein 1,602330,O14639,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:19195,ABLIM2,actin binding LIM protein family member 2,612544,Q6H8Q1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:29132,ABLIM3,actin binding LIM protein family member 3,611305,O94929,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:79,ABO,"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase",110300,P16442,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:81,ABR,ABR activator of RhoGEF and GTPase,600365,Q12979,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:30655,ABRA,actin binding Rho activating protein,609747,Q8N0Z2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:21230,ABRACL,ABRA C-terminal like,,Q9P1F3,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:25829,ABRAXAS1,"abraxas 1, BRCA1 A complex subunit",611143,Q6UWZ7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:28975,ABRAXAS2,"abraxas 2, BRISC complex subunit",611144,Q15018,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:17369,ABT1,activator of basal transcription 1,618750,Q9ULW3,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:18275,ABTB1,ankyrin repeat and BTB domain containing 1,608308,Q969K4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:23842,ABTB2,ankyrin repeat and BTB domain containing 2,,Q8N961,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:82,ACAA1,acetyl-CoA acyltransferase 1,604054,P09110,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:83,ACAA2,acetyl-CoA acyltransferase 2,604770,P42765,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:84,ACACA,acetyl-CoA carboxylase alpha,200350,Q13085,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:85,ACACB,acetyl-CoA carboxylase beta,601557,O00763,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:87,ACAD8,acyl-CoA dehydrogenase family member 8,604773,Q9UKU7,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:21497,ACAD9,acyl-CoA dehydrogenase family member 9,611103,Q9H845,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:21597,ACAD10,acyl-CoA dehydrogenase family member 10,611181,Q6JQN1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:30211,ACAD11,acyl-CoA dehydrogenase family member 11,614288,Q709F0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:88,ACADL,acyl-CoA dehydrogenase long chain,609576,P28330,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:89,ACADM,acyl-CoA dehydrogenase medium chain,607008,P11310,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:90,ACADS,acyl-CoA dehydrogenase short chain,606885,P16219,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:91,ACADSB,acyl-CoA dehydrogenase short/branched chain,600301,P45954,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:92,ACADVL,acyl-CoA dehydrogenase very long chain,609575,P49748,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:319,ACAN,aggrecan,155760,P16112,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:16467,ACAP1,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1",607763,Q15027,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:16469,ACAP2,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2",607766,Q15057,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:16754,ACAP3,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3",,Q96P50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:93,ACAT1,acetyl-CoA acetyltransferase 1,607809,P24752,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:94,ACAT2,acetyl-CoA acetyltransferase 2,100678,Q9BWD1,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:15453,ACBD3,acyl-CoA binding domain containing 3,606809,Q9H3P7,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:23337,ACBD4,acyl-CoA binding domain containing 4,,Q8NC06,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:23338,ACBD5,acyl-CoA binding domain containing 5,616618,Q5T8D3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:23339,ACBD6,acyl-CoA binding domain containing 6,616352,Q9BR61,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:17715,ACBD7,acyl-CoA binding domain containing 7,,Q8N6N7,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:23989,ACCS,1-aminocyclopropane-1-carboxylate synthase homolog (inactive),608405,Q96QU6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:34391,ACCSL,1-aminocyclopropane-1-carboxylate synthase homolog (inactive) like,,Q4AC99,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
HGNC:25070,ACD,ACD shelterin complex subunit and telomerase recruitment factor,609377,Q96AP0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:2707,ACE,angiotensin I converting enzyme,106180,P12821,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:13557,ACE2,angiotensin I converting enzyme 2,300335,Q9BYF1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:18356,ACER1,alkaline ceramidase 1,613491,Q8TDN7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:23675,ACER2,alkaline ceramidase 2,613492,Q5QJU3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:16066,ACER3,alkaline ceramidase 3,617036,Q9NUN7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:108,ACHE,acetylcholinesterase (Cartwright blood group),100740,P22303,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:17066,ACIN1,apoptotic chromatin condensation inducer 1,604562,Q9UKV3,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:4035,ACKR1,atypical chemokine receptor 1 (Duffy blood group),613665,Q16570,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:1565,ACKR2,atypical chemokine receptor 2,602648,O00590,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:23692,ACKR3,atypical chemokine receptor 3,610376,P25106,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:1611,ACKR4,atypical chemokine receptor 4,606065,Q9NPB9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:115,ACLY,ATP citrate lyase,108728,P53396,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:19288,ACMSD,aminocarboxymuconate semialdehyde decarboxylase,608889,Q8TDX5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:117,ACO1,aconitase 1,100880,P21399,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:118,ACO2,aconitase 2,100850,Q99798,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:33904,ACOD1,aconitate decarboxylase 1,615275,A6NK06,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:33128,ACOT1,acyl-CoA thioesterase 1,614313,Q86TX2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:18431,ACOT2,acyl-CoA thioesterase 2,609972,P49753,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:19748,ACOT4,acyl-CoA thioesterase 4,614314,Q8N9L9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:33159,ACOT6,acyl-CoA thioesterase 6,614267,Q3I5F7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:24157,ACOT7,acyl-CoA thioesterase 7,602587,O00154,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:15919,ACOT8,acyl-CoA thioesterase 8,608123,O14734,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
HGNC:17152,ACOT9,acyl-CoA thioesterase 9,300862,Q9Y305,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:18156,ACOT11,acyl-CoA thioesterase 11,606803,Q8WXI4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:24436,ACOT12,acyl-CoA thioesterase 12,614315,Q8WYK0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:20999,ACOT13,acyl-CoA thioesterase 13,615652,Q9NPJ3,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
HGNC:119,ACOX1,acyl-CoA oxidase 1,609751,Q15067,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:120,ACOX2,acyl-CoA oxidase 2,601641,Q99424,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:121,ACOX3,"acyl-CoA oxidase 3, pristanoyl",603402,O15254,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:25621,ACOXL,acyl-CoA oxidase like,,Q9NUZ1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:122,ACP1,acid phosphatase 1,171500,P24666,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:123,ACP2,"acid phosphatase 2, lysosomal",171650,P11117,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:14376,ACP4,acid phosphatase 4,606362,Q9BZG2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:124,ACP5,"acid phosphatase 5, tartrate resistant",171640,P13686,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:29609,ACP6,"acid phosphatase 6, lysophosphatidic",611471,Q9NPH0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:33781,ACP7,"acid phosphatase 7, tartrate resistant (putative)",610490,Q6ZNF0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:126,ACR,acrosin,102480,P10323,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:17195,ACRBP,acrosin binding protein,608352,Q8NEB7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:127,ACRV1,acrosomal vesicle protein 1,102525,P26436,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:29567,ACSBG1,acyl-CoA synthetase bubblegum family member 1,614362,Q96GR2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:24174,ACSBG2,acyl-CoA synthetase bubblegum family member 2,614363,Q5FVE4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
HGNC:26101,ACSF2,acyl-CoA synthetase family member 2,610465,Q96CM8,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:27288,ACSF3,acyl-CoA synthetase family member 3,614245,Q4G176,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:3569,ACSL1,acyl-CoA synthetase long chain family member 1,152425,P33121,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:3570,ACSL3,acyl-CoA synthetase long chain family member 3,602371,O95573,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:3571,ACSL4,acyl-CoA synthetase long chain family member 4,300157,O60488,False,True,False,False,True,False,False,False,False,False,False,True,True,True,True
HGNC:16526,ACSL5,acyl-CoA synthetase long chain family member 5,605677,Q9ULC5,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:16496,ACSL6,acyl-CoA synthetase long chain family member 6,604443,Q9UKU0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:18049,ACSM1,acyl-CoA synthetase medium chain family member 1,614357,Q08AH1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:32017,ACSM2A,acyl-CoA synthetase medium chain family member 2A,614358,Q08AH3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
HGNC:30931,ACSM2B,acyl-CoA synthetase medium chain family member 2B,614359,Q68CK6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
HGNC:10522,ACSM3,acyl-CoA synthetase medium chain family member 3,145505,Q53FZ2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
HGNC:32016,ACSM4,acyl-CoA synthetase medium chain family member 4,614360,P0C7M7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:26060,ACSM5,acyl-CoA synthetase medium chain family member 5,614361,Q6NUN0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
